file,latitude,longitude,elevation,K_percent,U_ppm,Th_ppm,K_from_PADK,K_from_PADU,K_from_PADTh,U_from_PADK,U_from_PADU,U_from_PADTh,Th_from_PADK,Th_from_PADU,Th_from_PADTh,w_PADK,w_PADU,w_PADTh,fit_r2
spect_000527.spc,53.2787690000,-9.0586790000,49.9,5.695,19.174,46.471,4.8192,0.5003,0.3758,0.9709,17.4747,0.7286,1.7870,1.8898,42.7938,0.7035,0.4276,0.3835,0.9998
spect_000528.spc,53.2789750000,-9.0436330000,44.0,5.711,21.162,39.481,4.8380,0.5606,0.3124,0.9747,19.5816,0.6056,1.7940,2.1177,35.5689,0.7063,0.4791,0.3187,0.9998
spect_000529.spc,53.2745040000,-9.0474090000,62.2,5.502,20.050,40.991,4.6460,0.5290,0.3273,0.9360,18.4797,0.6346,1.7228,1.9985,37.2699,0.6783,0.4522,0.3340,0.9999
spect_000530.spc,53.2751460000,-9.0522780000,64.8,5.922,21.568,47.617,4.9714,0.5675,0.3832,1.0015,19.8234,0.7429,1.8434,2.1439,43.6295,0.7258,0.4850,0.3910,0.9998
spect_000531.spc,53.2605100000,-9.0497630000,53.3,5.689,21.240,38.894,4.8189,0.5632,0.3072,0.9708,19.6741,0.5956,1.7869,2.1277,34.9796,0.7035,0.4814,0.3135,0.9999
spect_000532.spc,53.2661630000,-9.0560070000,35.7,5.571,19.420,46.549,4.6861,0.5080,0.3767,0.9441,17.7454,0.7303,1.7376,1.9191,42.8919,0.6841,0.4342,0.3844,0.9999
spect_000533.spc,53.2745100000,-9.0578490000,62.6,5.548,21.399,49.824,4.5804,0.5638,0.4039,0.9228,19.6934,0.7832,1.6984,2.1298,45.9957,0.6687,0.4819,0.4122,0.9999
spect_000534.spc,53.2700030000,-9.0595250000,45.8,5.455,19.732,47.814,4.5501,0.5171,0.3879,0.9167,18.0635,0.7521,1.6872,1.9535,44.1734,0.6643,0.4420,0.3959,0.9996
spect_000535.spc,53.2678250000,-9.0589850000,37.3,6.180,21.330,48.453,5.2309,0.5588,0.3899,1.0538,19.5199,0.7560,1.9396,2.1110,44.4020,0.7636,0.4776,0.3979,0.9999
spect_000536.spc,53.2759590000,-9.0509020000,50.0,5.612,19.431,39.961,4.7829,0.5110,0.3184,0.9636,17.8498,0.6173,1.7735,1.9304,36.2568,0.6982,0.4367,0.3249,1.0000
spect_000537.spc,53.2760050000,-9.0438320000,40.7,5.976,19.207,47.387,5.0939,0.4992,0.3830,1.0262,17.4384,0.7426,1.8888,1.8859,43.6118,0.7436,0.4267,0.3908,0.9999
spect_000538.spc,53.2688340000,-9.0488540000,46.3,5.866,20.757,46.131,4.9496,0.5451,0.3709,0.9971,19.0409,0.7191,1.8353,2.0592,42.2367,0.7226,0.4659,0.3785,0.9999
spect_000539.spc,53.2724940000,-9.0473870000,57.6,5.744,19.658,44.835,4.8687,0.5147,0.3608,0.9809,17.9778,0.6995,1.8053,1.9443,41.0853,0.7108,0.4399,0.3682,0.9998
spect_000540.spc,53.2711780000,-9.0478250000,42.5,5.379,19.710,44.487,4.5019,0.5184,0.3588,0.9069,18.1077,0.6957,1.6693,1.9583,40.8594,0.6572,0.4431,0.3662,0.9999
spect_000541.spc,53.2658770000,-9.0452880000,51.4,5.780,19.820,37.878,4.9583,0.5222,0.2992,0.9989,18.2412,0.5800,1.8385,1.9727,34.0671,0.7238,0.4463,0.3053,0.9998
spect_000542.spc,53.2699330000,-9.0580060000,56.3,5.341,19.112,42.348,4.4984,0.5023,0.3406,0.9062,17.5459,0.6603,1.6680,1.8975,38.7825,0.6567,0.4293,0.3475,0.9999
spect_000543.spc,53.2706390000,-9.0459180000,62.5,5.958,19.438,42.816,5.1071,0.5080,0.3425,1.0289,17.7452,0.6641,1.8937,1.9191,39.0036,0.7456,0.4342,0.3495,0.9997
spect_000544.spc,53.2658930000,-9.0441400000,64.2,5.956,20.056,46.444,5.0581,0.5242,0.3740,1.0190,18.3114,0.7251,1.8755,1.9803,42.5877,0.7384,0.4480,0.3816,1.0000
spect_000545.spc,53.2782320000,-9.0499970000,40.3,5.878,18.500,44.583,5.0386,0.4806,0.3592,1.0151,16.7884,0.6964,1.8683,1.8156,40.8992,0.7356,0.4108,0.3665,0.9998
spect_000546.spc,53.2661050000,-9.0569770000,57.4,5.569,20.620,47.964,4.6385,0.5420,0.3881,0.9345,18.9327,0.7525,1.7200,2.0475,44.1964,0.6772,0.4632,0.3961,0.9999
spect_000547.spc,53.2671950000,-9.0584380000,64.3,6.055,20.906,41.937,5.1720,0.5502,0.3332,1.0420,19.2177,0.6460,1.9178,2.0783,37.9413,0.7550,0.4702,0.3400,0.9999
spect_000548.spc,53.2620900000,-9.0545540000,58.2,5.843,17.637,39.955,5.0654,0.4580,0.3192,1.0205,15.9977,0.6189,1.8783,1.7301,36.3464,0.7395,0.3914,0.3257,1.0000
spect_000549.spc,53.2666080000,-9.0501130000,57.7,5.349,18.285,42.286,4.5303,0.4784,0.3407,0.9127,16.7119,0.6606,1.6799,1.8074,38.7984,0.6614,0.4089,0.3477,0.9999
spect_000550.spc,53.2794630000,-9.0447680000,43.7,5.238,18.122,45.846,4.3926,0.4728,0.3726,0.8849,16.5151,0.7225,1.6288,1.7861,42.4316,0.6413,0.4041,0.3802,0.9997
spect_000551.spc,53.2638390000,-9.0544040000,64.0,5.603,18.427,42.454,4.7805,0.4810,0.3413,0.9631,16.8020,0.6617,1.7726,1.8171,38.8640,0.6979,0.4111,0.3483,0.9999
spect_000552.spc,53.2780650000,-9.0558890000,39.1,5.421,20.490,35.149,4.6002,0.5448,0.2756,0.9268,19.0291,0.5344,1.7058,2.0580,31.3858,0.6716,0.4656,0.2813,0.9999
spect_000553.spc,53.2780080000,-9.0498930000,47.0,5.567,17.429,36.703,4.8206,0.4550,0.2915,0.9712,15.8931,0.5652,1.7875,1.7188,33.1964,0.7037,0.3889,0.2975,0.9999
spect_000554.spc,53.2737110000,-9.0401440000,55.4,5.380,18.284,42.832,4.5563,0.4780,0.3455,0.9179,16.6959,0.6698,1.6895,1.8056,39.3369,0.6652,0.4085,0.3525,0.9999
spect_000555.spc,53.2656750000,-9.0501980000,54.6,5.778,19.029,38.446,4.9740,0.4991,0.3049,1.0021,17.4358,0.5911,1.8444,1.8856,34.7156,0.7261,0.4266,0.3111,0.9999
spect_000556.spc,53.2613500000,-9.0448120000,54.2,5.298,18.248,38.857,4.5077,0.4792,0.3107,0.9081,16.7376,0.6023,1.6715,1.8101,35.3757,0.6581,0.4095,0.3170,0.9997
spect_000557.spc,53.2658330000,-9.0507280000,35.2,5.648,17.918,38.346,4.8745,0.4679,0.3054,0.9820,16.3441,0.5920,1.8075,1.7676,34.7708,0.7116,0.3999,0.3116,0.9999
spect_000558.spc,53.2765440000,-9.0423500000,58.4,5.368,18.597,34.774,4.6035,0.4906,0.2741,0.9274,17.1386,0.5315,1.7070,1.8535,31.2136,0.6721,0.4193,0.2797,0.9999
spect_000559.spc,53.2750530000,-9.0571140000,54.0,5.776,18.614,37.272,4.9934,0.4877,0.2949,1.0060,17.0363,0.5717,1.8516,1.8424,33.5780,0.7290,0.4168,0.3009,0.9999
spect_000560.spc,53.2791410000,-9.0557490000,59.7,5.966,20.169,45.881,5.0694,0.5277,0.3689,1.0213,18.4329,0.7152,1.8797,1.9935,42.0074,0.7401,0.4510,0.3764,0.9999
spect_000561.spc,53.2666580000,-9.0476390000,54.8,5.585,17.435,40.425,4.8072,0.4534,0.3243,0.9685,15.8382,0.6288,1.7825,1.7129,36.9298,0.7018,0.3875,0.3309,0.9998
spect_000562.spc,53.2622560000,-9.0444410000,59.2,5.724,18.149,42.661,4.9090,0.4722,0.3430,0.9890,16.4946,0.6650,1.8203,1.7839,39.0572,0.7166,0.4036,0.3500,0.9999
spect_000563.spc,53.2604150000,-9.0494210000,54.1,5.699,16.345,39.682,4.9592,0.4217,0.3184,0.9991,14.7290,0.6172,1.8389,1.5929,36.2501,0.7240,0.3604,0.3249,0.9999
spect_000564.spc,53.2767070000,-9.0527170000,41.3,5.811,19.546,45.488,4.9338,0.5108,0.3665,0.9940,17.8420,0.7105,1.8295,1.9296,41.7287,0.7203,0.4366,0.3739,0.9999
spect_000565.spc,53.2671870000,-9.0401440000,42.3,5.429,18.758,34.573,4.6622,0.4950,0.2720,0.9393,17.2916,0.5274,1.7288,1.8700,30.9744,0.6806,0.4231,0.2776,0.9999
spect_000566.spc,53.2766660000,-9.0507010000,40.2,5.551,18.035,39.156,4.7669,0.4714,0.3127,0.9603,16.4684,0.6063,1.7676,1.7810,35.6070,0.6959,0.4029,0.3191,0.9999
spect_000567.spc,53.2784270000,-9.0413860000,51.7,5.547,18.427,34.388,4.7920,0.4849,0.2703,0.9654,16.9377,0.5241,1.7769,1.8318,30.7792,0.6996,0.4144,0.2758,0.9999
spect_000568.spc,53.2658710000,-9.0562440000,63.1,5.849,16.849,42.808,5.0702,0.4340,0.3450,1.0215,15.1586,0.6690,1.8801,1.6394,39.2890,0.7402,0.3709,0.3521,0.9999
spect_000569.spc,53.2615790000,-9.0416770000,62.0,5.886,16.773,35.687,5.1687,0.4347,0.2822,1.0413,15.1850,0.5470,1.9166,1.6422,32.1279,0.7545,0.3715,0.2879,0.9998
spect_000570.spc,53.2665230000,-9.0476350000,63.9,5.899,16.875,40.205,5.1416,0.4356,0.3219,1.0358,15.2156,0.6241,1.9065,1.6455,36.6525,0.7506,0.3723,0.3285,1.0000
spect_000571.spc,53.2641490000,-9.0449430000,60.5,5.788,17.380,43.638,4.9871,0.4492,0.3521,1.0047,15.6924,0.6826,1.8492,1.6971,40.0916,0.7280,0.3840,0.3593,0.9997
spect_000572.spc,53.2607770000,-9.0473470000,58.3,5.294,17.658,42.292,4.4916,0.4606,0.3415,0.9049,16.0910,0.6621,1.6655,1.7402,38.8862,0.6557,0.3937,0.3485,0.9998
spect_000573.spc,53.2794490000,-9.0487380000,54.3,5.660,18.240,35.842,4.8989,0.4782,0.2830,0.9869,16.7044,0.5486,1.8165,1.8065,32.2192,0.7152,0.4087,0.2887,0.9999
spect_000574.spc,53.2740980000,-9.0592410000,47.9,6.169,17.355,41.784,5.3869,0.4472,0.3346,1.0853,15.6209,0.6487,1.9975,1.6894,38.0968,0.7864,0.3822,0.3414,0.9999
spect_000575.spc,53.2792620000,-9.0586370000,37.2,5.887,18.461,36.945,5.1128,0.4828,0.2918,1.0300,16.8654,0.5657,1.8958,1.8240,33.2248,0.7464,0.4127,0.2977,0.9998
spect_000576.spc,53.2644020000,-9.0486850000,39.6,5.812,16.423,38.116,5.0835,0.4240,0.3041,1.0241,14.8096,0.5896,1.8850,1.6016,34.6291,0.7421,0.3624,0.3103,0.9999
spect_000577.spc,53.2791560000,-9.0516470000,39.9,5.945,18.699,39.337,5.1444,0.4883,0.3125,1.0364,17.0564,0.6059,1.9075,1.8446,35.5847,0.7510,0.4173,0.3189,0.9998
spect_000578.spc,53.2690340000,-9.0412290000,44.2,5.367,16.051,38.319,4.6437,0.4156,0.3076,0.9355,14.5191,0.5964,1.7219,1.5702,35.0271,0.6779,0.3552,0.3139,0.9999
spect_000579.spc,53.2752700000,-9.0470630000,54.4,5.942,17.545,40.106,5.1671,0.4547,0.3203,1.0410,15.8832,0.6210,1.9160,1.7177,36.4722,0.7543,0.3886,0.3268,0.9997
spect_000580.spc,53.2706820000,-9.0575570000,55.7,5.310,17.644,35.391,4.5658,0.4632,0.2806,0.9198,16.1806,0.5440,1.6930,1.7499,31.9478,0.6665,0.3959,0.2863,0.9999
spect_000581.spc,53.2624400000,-9.0433460000,63.3,5.991,18.037,41.668,5.1893,0.4679,0.3335,1.0454,16.3445,0.6466,1.9242,1.7676,37.9758,0.7576,0.3999,0.3403,0.9998
spect_000582.spc,53.2729040000,-9.0545580000,43.9,5.435,17.392,37.505,4.6817,0.4543,0.2991,0.9432,15.8690,0.5798,1.7360,1.7162,34.0531,0.6835,0.3883,0.3052,1.0000
spect_000583.spc,53.2706350000,-9.0487210000,62.6,5.401,16.732,41.066,4.6355,0.4339,0.3312,0.9339,15.1557,0.6420,1.7189,1.6391,37.7085,0.6767,0.3708,0.3379,0.9999
spect_000584.spc,53.2703730000,-9.0488810000,36.7,5.538,17.279,39.212,4.7745,0.4497,0.3139,0.9619,15.7086,0.6086,1.7704,1.6988,35.7428,0.6970,0.3844,0.3203,0.9998
spect_000585.spc,53.2645900000,-9.0540430000,51.9,5.512,16.848,38.361,4.7671,0.4378,0.3068,0.9604,15.2925,0.5949,1.7677,1.6539,34.9398,0.6959,0.3742,0.3131,0.9999
spect_000586.spc,53.2649840000,-9.0555050000,62.0,5.376,16.204,38.013,4.6507,0.4201,0.3048,0.9369,14.6758,0.5908,1.7245,1.5872,34.7014,0.6789,0.3591,0.3110,0.9999
spect_000587.spc,53.2601690000,-9.0517890000,57.0,5.839,16.533,40.562,5.0872,0.4259,0.3255,1.0249,14.8775,0.6311,1.8863,1.6090,37.0664,0.7427,0.3640,0.3322,0.9999
spect_000588.spc,53.2681520000,-9.0471310000,54.0,5.269,15.277,35.907,4.5866,0.3949,0.2873,0.9240,13.7962,0.5570,1.7007,1.4920,32.7140,0.6696,0.3376,0.2932,0.9999
spect_000589.spc,53.2621140000,-9.0513680000,43.0,5.679,16.976,39.069,4.9263,0.4402,0.3125,0.9924,15.3778,0.6058,1.8267,1.6631,35.5791,0.7192,0.3763,0.3188,1.0000
spect_000590.spc,53.2658080000,-9.0425100000,51.2,5.468,16.879,43.521,4.6793,0.4367,0.3525,0.9427,15.2531,0.6834,1.7351,1.6496,40.1362,0.6831,0.3732,0.3597,0.9999
spect_000591.spc,53.2731490000,-9.0553810000,48.7,5.198,15.019,34.884,4.5311,0.3884,0.2787,0.9128,13.5661,0.5404,1.6801,1.4671,31.7366,0.6615,0.3319,0.2844,0.9999
spect_000592.spc,53.2620650000,-9.0440420000,50.5,5.999,17.125,40.502,5.2331,0.4421,0.3240,1.0543,15.4422,0.6281,1.9404,1.6700,36.8913,0.7640,0.3778,0.3306,1.0000
spect_000593.spc,53.2715600000,-9.0454460000,36.2,5.533,16.129,44.097,4.7609,0.4144,0.3580,0.9591,14.4762,0.6941,1.7654,1.5656,40.7664,0.6950,0.3542,0.3653,1.0000
spect_000594.spc,53.2626420000,-9.0400090000,39.4,5.639,16.265,39.438,4.9025,0.4198,0.3165,0.9877,14.6639,0.6135,1.8179,1.5859,36.0347,0.7157,0.3588,0.3229,0.9998
spect_000595.spc,53.2652170000,-9.0597440000,62.3,5.902,16.628,41.491,5.1403,0.4279,0.3334,1.0356,14.9460,0.6465,1.9060,1.6164,37.9686,0.7504,0.3657,0.3403,0.9998
spect_000596.spc,53.2778900000,-9.0520660000,63.1,5.569,15.381,36.458,4.8820,0.3960,0.2911,0.9835,13.8331,0.5645,1.8103,1.4960,33.1518,0.7127,0.3385,0.2971,0.9999
spect_000597.spc,53.2771350000,-9.0593300000,50.7,5.709,15.071,36.330,5.0324,0.3863,0.2899,1.0138,13.4953,0.5620,1.8660,1.4595,33.0046,0.7347,0.3302,0.2958,0.9999
spect_000598.spc,53.2778310000,-9.0431240000,47.8,6.061,16.682,43.217,5.2853,0.4278,0.3481,1.0648,14.9422,0.6750,1.9598,1.6160,39.6411,0.7716,0.3656,0.3552,0.9999
spect_000599.spc,53.2706640000,-9.0533170000,56.9,5.282,14.287,43.368,4.5655,0.3630,0.3539,0.9198,12.6810,0.6862,1.6929,1.3714,40.3033,0.6665,0.3103,0.3612,0.9999
spect_000600.spc,53.2777850000,-9.0506240000,43.1,5.673,15.333,37.640,4.9786,0.3935,0.3013,1.0030,13.7463,0.5841,1.8461,1.4866,34.3071,0.7268,0.3363,0.3074,0.9998
spect_000601.spc,53.2672650000,-9.0404150000,59.9,5.538,15.028,40.393,4.8272,0.3843,0.3263,0.9725,13.4227,0.6326,1.7899,1.4516,37.1519,0.7047,0.3284,0.3329,0.9998
spect_000602.spc,53.2672650000,-9.0496870000,38.7,5.340,15.906,32.420,4.6695,0.4142,0.2558,0.9407,14.4695,0.4959,1.7315,1.5648,29.1235,0.6817,0.3540,0.2610,0.9997
spect_000603.spc,53.2724880000,-9.0548150000,42.4,5.414,15.798,32.005,4.7514,0.4109,0.2520,0.9572,14.3523,0.4885,1.7618,1.5522,28.6909,0.6936,0.3512,0.2571,0.9999
spect_000604.spc,53.2666770000,-9.0409170000,52.2,5.545,16.249,43.886,4.7707,0.4179,0.3560,0.9611,14.5976,0.6902,1.7690,1.5787,40.5387,0.6964,0.3572,0.3633,0.9999
spect_000605.spc,53.2683730000,-9.0525750000,61.7,5.739,15.937,34.778,5.0518,0.4118,0.2753,1.0177,14.3854,0.5338,1.8732,1.5557,31.3494,0.7375,0.3520,0.2809,0.9999
spect_000606.spc,53.2658330000,-9.0565710000,48.8,5.292,15.464,39.327,4.5765,0.3987,0.3172,0.9220,13.9265,0.6151,1.6970,1.5061,36.1235,0.6681,0.3408,0.3237,0.9999
spect_000607.spc,53.2741250000,-9.0504590000,42.5,5.074,14.966,35.999,4.3983,0.3870,0.2890,0.8861,13.5196,0.5603,1.6309,1.4621,32.9056,0.6421,0.3308,0.2949,0.9999
spect_000608.spc,53.2680040000,-9.0421360000,53.4,5.885,15.517,40.072,5.1669,0.3965,0.3219,1.0409,13.8519,0.6242,1.9159,1.4981,36.6579,0.7543,0.3389,0.3285,0.9997
spect_000609.spc,53.2653470000,-9.0540750000,51.5,5.847,15.357,35.691,5.1693,0.3941,0.2835,1.0414,13.7657,0.5497,1.9168,1.4887,32.2850,0.7546,0.3368,0.2893,1.0000
spect_000610.spc,53.2701890000,-9.0410220000,43.3,5.740,14.614,33.953,5.0967,0.3740,0.2692,1.0268,13.0656,0.5219,1.8899,1.4130,30.6500,0.7440,0.3197,0.2747,0.9998
spect_000611.spc,53.2783050000,-9.0460460000,48.3,5.306,14.943,37.759,4.6175,0.3843,0.3038,0.9302,13.4235,0.5890,1.7122,1.4517,34.5947,0.6741,0.3284,0.3100,0.9998
spect_000612.spc,53.2720370000,-9.0438110000,43.1,5.500,16.658,41.888,4.7311,0.4308,0.3382,0.9531,15.0489,0.6556,1.7543,1.6275,38.5057,0.6907,0.3682,0.3451,0.9998
spect_000613.spc,53.2730070000,-9.0451220000,44.7,5.766,16.446,41.349,5.0099,0.4235,0.3328,1.0093,14.7919,0.6452,1.8577,1.5997,37.8918,0.7314,0.3619,0.3396,0.9999
spect_000614.spc,53.2794880000,-9.0476210000,42.3,5.507,14.999,39.707,4.8027,0.3839,0.3203,0.9675,13.4107,0.6211,1.7808,1.4503,36.4754,0.7011,0.3281,0.3269,0.9999
spect_000615.spc,53.2657030000,-9.0402430000,47.8,5.038,13.789,38.898,4.3706,0.3520,0.3157,0.8805,12.2968,0.6121,1.6206,1.3299,35.9472,0.6380,0.3009,0.3221,0.9998
spect_000616.spc,53.2783310000,-9.0597070000,64.8,5.295,13.369,39.621,4.6357,0.3381,0.3216,0.9339,11.8116,0.6236,1.7189,1.2774,36.6245,0.6767,0.2890,0.3282,1.0000
spect_000617.spc,53.2605750000,-9.0402420000,41.7,5.069,13.348,42.465,4.3843,0.3376,0.3475,0.8833,11.7914,0.6736,1.6257,1.2752,39.5638,0.6400,0.2885,0.3545,0.9999
spect_000618.spc,53.2670180000,-9.0424390000,36.3,5.776,13.991,39.532,5.1042,0.3534,0.3188,1.0283,12.3441,0.6181,1.8927,1.3350,36.3046,0.7451,0.3020,0.3253,0.9998
spect_000619.spc,53.2658770000,-9.0501780000,64.6,5.639,12.407,39.227,5.0124,0.3086,0.3179,1.0098,10.7811,0.6164,1.8586,1.1660,36.2026,0.7317,0.2638,0.3244,0.9999
spect_000620.spc,53.2724070000,-9.0591560000,54.2,5.801,12.973,41.686,5.1393,0.3229,0.3386,1.0354,11.2809,0.6565,1.9057,1.2200,38.5600,0.7503,0.2760,0.3456,0.9998
spect_000621.spc,53.2600280000,-9.0462040000,63.6,5.883,13.742,37.724,5.2333,0.3464,0.3028,1.0543,12.1004,0.5870,1.9405,1.3086,34.4749,0.7640,0.2961,0.3089,0.9999
spect_000622.spc,53.2652180000,-9.0511890000,51.6,5.624,14.578,37.814,4.9480,0.3720,0.3036,0.9968,12.9930,0.5887,1.8347,1.4052,34.5743,0.7223,0.3179,0.3098,0.9997
spect_000623.spc,53.2748860000,-9.0561880000,44.7,5.681,15.203,33.070,5.0278,0.3917,0.2611,1.0129,13.6842,0.5061,1.8643,1.4799,29.7258,0.7340,0.3348,0.2664,0.9998
spect_000624.spc,53.2667660000,-9.0520260000,36.1,5.277,12.250,36.282,4.6764,0.3074,0.2932,0.9421,10.7394,0.5685,1.7340,1.1614,33.3860,0.6827,0.2628,0.2992,0.9995
spect_000625.spc,53.2734010000,-9.0579360000,63.1,5.687,14.654,39.728,4.9933,0.3729,0.3203,1.0060,13.0268,0.6209,1.8515,1.4088,36.4673,0.7290,0.3187,0.3268,0.9998
spect_000626.spc,53.2644350000,-9.0567470000,47.0,5.420,15.250,32.707,4.7667,0.3947,0.2586,0.9603,13.7878,0.5014,1.7675,1.4911,29.4483,0.6959,0.3374,0.2639,0.9999
spect_000627.spc,53.2729320000,-9.0472680000,43.4,5.489,14.654,34.761,4.8357,0.3763,0.2770,0.9742,13.1431,0.5371,1.7931,1.4214,31.5468,0.7059,0.3216,0.2827,0.9998
spect_000628.spc,53.2717600000,-9.0499110000,40.2,5.615,13.002,35.041,5.0062,0.3278,0.2806,1.0086,11.4493,0.5439,1.8563,1.2382,31.9461,0.7308,0.2801,0.2863,0.9997
spect_000629.spc,53.2746910000,-9.0498420000,56.5,5.643,13.790,33.326,5.0272,0.3511,0.2647,1.0128,12.2637,0.5131,1.8641,1.3263,30.1352,0.7339,0.3001,0.2701,0.9998
spect_000630.spc,53.2660130000,-9.0470710000,37.8,5.426,13.504,41.417,4.7483,0.3405,0.3370,0.9566,11.8942,0.6533,1.7607,1.2863,38.3697,0.6932,0.2910,0.3438,0.9998
spect_000631.spc,53.2777100000,-9.0546300000,36.9,5.494,14.486,35.088,4.8430,0.3712,0.2801,0.9757,12.9676,0.5430,1.7958,1.4024,31.8897,0.7070,0.3173,0.2858,0.9999
spect_000632.spc,53.2799230000,-9.0518660000,62.6,5.364,13.290,32.711,4.7651,0.3385,0.2605,0.9600,11.8251,0.5051,1.7669,1.2789,29.6655,0.6956,0.2893,0.2658,0.9999
spect_000633.spc,53.2707750000,-9.0532020000,42.7,5.237,14.333,34.490,4.5923,0.3685,0.2757,0.9252,12.8736,0.5345,1.7028,1.3922,31.3949,0.6704,0.3150,0.2813,0.9998
spect_000634.spc,53.2618030000,-9.0473420000,54.5,5.138,13.456,39.275,4.4778,0.3417,0.3190,0.9021,11.9357,0.6185,1.6604,1.2908,36.3238,0.6537,0.2920,0.3255,0.9999
spect_000635.spc,53.2605190000,-9.0532120000,62.0,5.200,13.286,37.312,4.5609,0.3373,0.3016,0.9188,11.7822,0.5848,1.6912,1.2742,34.3470,0.6658,0.2883,0.3078,0.9997
spect_000636.spc,53.2629350000,-9.0552170000,52.0,5.065,12.530,31.349,4.4957,0.3189,0.2501,0.9057,11.1393,0.4849,1.6670,1.2047,28.4777,0.6563,0.2726,0.2552,0.9998
spect_000637.spc,53.2728610000,-9.0411370000,63.8,5.383,13.531,31.756,4.7858,0.3458,0.2518,0.9641,12.0786,0.4882,1.7746,1.3063,28.6751,0.6987,0.2955,0.2570,0.9998
spect_000638.spc,53.2737330000,-9.0581150000,56.2,5.378,14.320,38.271,4.7033,0.3657,0.3086,0.9475,12.7740,0.5984,1.7440,1.3815,35.1451,0.6866,0.3126,0.3149,1.0000
spect_000639.spc,53.2713910000,-9.0420390000,58.0,5.709,14.628,36.203,5.0465,0.3736,0.2891,1.0167,13.0506,0.5605,1.8713,1.4114,32.9206,0.7367,0.3193,0.2950,0.9995
spect_000640.spc,53.2780950000,-9.0543800000,58.7,5.809,11.481,40.230,5.2014,0.2805,0.3271,1.0479,9.7987,0.6341,1.9287,1.0597,37.2412,0.7593,0.2398,0.3337,0.9998
spect_000641.spc,53.2618140000,-9.0557280000,49.9,5.604,14.302,32.752,4.9789,0.3663,0.2593,1.0030,12.7963,0.5027,1.8462,1.3839,29.5222,0.7268,0.3131,0.2646,0.9999
spect_000642.spc,53.2796610000,-9.0558190000,48.8,5.390,12.391,31.364,4.8281,0.3130,0.2493,0.9727,10.9346,0.4834,1.7903,1.1826,28.3914,0.7048,0.2675,0.2544,1.0000
spect_000643.spc,53.2622160000,-9.0593620000,57.0,5.234,11.996,32.766,4.6698,0.3019,0.2625,0.9408,10.5464,0.5090,1.7316,1.1406,29.8939,0.6817,0.2580,0.2679,0.9999
spect_000644.spc,53.2646990000,-9.0431080000,53.7,5.767,12.005,42.085,5.1289,0.2950,0.3431,1.0333,10.3062,0.6652,1.9018,1.1146,39.0681,0.7487,0.2522,0.3501,0.9999
spect_000645.spc,53.2713360000,-9.0488650000,37.4,5.139,13.607,40.350,4.4649,0.3456,0.3284,0.8995,12.0713,0.6366,1.6556,1.3055,37.3893,0.6518,0.2954,0.3351,0.9999
spect_000646.spc,53.2707810000,-9.0461180000,56.0,5.049,11.664,38.006,4.4482,0.2911,0.3096,0.8961,10.1672,0.6003,1.6494,1.0996,35.2567,0.6494,0.2488,0.3159,0.9999
spect_000647.spc,53.2714240000,-9.0575330000,49.2,5.570,12.073,41.350,4.9345,0.2984,0.3372,0.9941,10.4250,0.6537,1.8297,1.1274,38.3929,0.7204,0.2551,0.3441,0.9999
spect_000648.spc,53.2734750000,-9.0437580000,52.4,5.285,12.459,34.888,4.6899,0.3141,0.2807,0.9448,10.9703,0.5442,1.7390,1.1864,31.9624,0.6847,0.2684,0.2864,0.9998
spect_000649.spc,53.2699830000,-9.0427180000,56.6,5.624,11.424,40.522,5.0141,0.2798,0.3303,1.0101,9.7734,0.6403,1.8592,1.0570,37.6059,0.7320,0.2391,0.3370,0.9999
spect_000650.spc,53.2635350000,-9.0457300000,39.6,5.193,10.721,40.506,4.5993,0.2620,0.3321,0.9266,9.1507,0.6438,1.7054,0.9896,37.8107,0.6714,0.2239,0.3388,0.9999
spect_000651.spc,53.2619420000,-9.0592870000,50.6,5.368,12.865,30.455,4.8000,0.3272,0.2410,0.9670,11.4303,0.4672,1.7799,1.2362,27.4393,0.7007,0.2797,0.2459,0.9999
spect_000652.spc,53.2682410000,-9.0474180000,60.8,5.521,11.077,33.720,4.9764,0.2734,0.2709,1.0025,9.5494,0.5251,1.8453,1.0327,30.8418,0.7265,0.2337,0.2764,0.9999
spect_000653.spc,53.2604250000,-9.0513440000,59.4,5.176,13.017,33.249,4.5785,0.3315,0.2661,0.9224,11.5786,0.5159,1.6977,1.2522,30.2989,0.6684,0.2833,0.2715,0.9999
spect_000654.spc,53.2625220000,-9.0492970000,55.9,5.104,11.958,36.706,4.5066,0.2998,0.2977,0.9079,10.4729,0.5772,1.6711,1.1326,33.9022,0.6579,0.2562,0.3038,0.9999
spect_000655.spc,53.2797980000,-9.0446360000,54.4,5.146,12.114,39.481,4.5209,0.3028,0.3220,0.9108,10.5789,0.6242,1.6764,1.1441,36.6601,0.6600,0.2588,0.3285,0.9998
spect_000656.spc,53.2752430000,-9.0472870000,48.8,5.728,10.816,40.577,5.1352,0.2617,0.3309,1.0345,9.1400,0.6416,1.9042,0.9885,37.6839,0.7497,0.2236,0.3377,0.9997
spect_000657.spc,53.2609300000,-9.0560470000,57.6,4.970,12.206,37.329,4.3595,0.3074,0.3034,0.8783,10.7393,0.5883,1.6165,1.1614,34.5512,0.6364,0.2628,0.3096,0.9999
spect_000658.spc,53.2700880000,-9.0412540000,64.0,5.415,10.559,34.097,4.8810,0.2589,0.2750,0.9833,9.0430,0.5331,1.8099,0.9780,31.3096,0.7126,0.2213,0.2806,1.0000
