Sample_ID,Easting_ING,Northing_ING,Na2O_%_XRFS,MgO_%_XRFS,Al2O3_%_XRFS,SiO2_%_XRFS,P2O5_%_XRFS,S_mgkg_XRFS,Cl_mgkg_XRFS,K2O_%_XRFS,CaO_%_XRFS,TiO2_%_XRFS,MnO_%_XRFS,Fe2O3_%_XRFS,Sc_mgkg_XRFS,V_mgkg_XRFS,Cr_mgkg_XRFS,Co_mgkg_XRFS,Ni_mgkg_XRFS,Cu_mgkg_XRFS,Zn_mgkg_XRFS,Ga_mgkg_XRFS,Ge_mgkg_XRFS,As_mgkg_XRFS,Se_mgkg_XRFS,Br_mgkg_XRFS,Rb_mgkg_XRFS,Sr_mgkg_XRFS,Y_mgkg_XRFS,Zr_mgkg_XRFS,Nb_mgkg_XRFS,Mo_mgkg_XRFS,Nd_mgkg_XRFS,Sm_mgkg_XRFS,Yb_mgkg_XRFS,Hf_mgkg_XRFS,Ta_mgkg_XRFS,W_mgkg_XRFS,Hg_mgkg_XRFS,Tl_mgkg_XRFS,Pb_mgkg_XRFS,Bi_mgkg_XRFS,Th_mgkg_XRFS,U_mgkg_XRFS,Ag_mgkg_XRFS,Cd_mgkg_XRFS,In_mgkg_XRFS,Sn_mgkg_XRFS,Sb_mgkg_XRFS,Te_mgkg_XRFS,I_mgkg_XRFS,Cs_mgkg_XRFS,Ba_mgkg_XRFS,La_mgkg_XRFS,Ce_mgkg_XRFS,Au_µgkg_FA_ICPMS,Pd_µgkg_FA_ICPMS,Pt_µgkg_FA_ICPMS
584577C,244471,426926,1.6,2.8,13.7,51.6,0.24,500,100,2.179,0.75,0.967,0.863,7.82,15,110.6,88.4,61.06,46.3,33.47,123.5,15.5,0.7,5,0.5,12,65.5,109.6,24.5,653.7,16.1,0.8,34.2,3.7,1.16,13.9,0.1,1.1,,0.6,19.2,0.9,7.5,2.5,0.25,0.3,0.25,7.3,0.3,0.25,6.8,2,534,39,82,1.4,1.49,1.08
584578C,252335,434369,1.2,1.9,16.3,50.7,0.24,500,100,2.732,0.66,1.032,0.419,9.08,14.2,117.6,84.1,61.06,50.4,35.9,108.3,18.2,0.6,9.6,0.7,19.4,84.9,128.6,30.3,650.1,18.6,0.6,43.4,4.5,2.54,15.2,1.3,2.3,,0.7,14,1.4,9.7,2.5,0.25,0.3,0.2,2.5,0.1,0.2,8.4,2,603,46,105,14,1.91,0.86
584579C,247175,429623,1.9,2.5,14.8,63.6,0.25,500,100,2.21,0.67,1.144,0.381,7.34,14.7,107.1,104.1,28.2,38,40.13,105.3,14.8,0.7,6.1,0.2,9.5,65.2,122.7,30,1214.9,20,0.9,40.4,3.7,4.28,29.5,0.7,3.1,,0.25,75.5,1.2,10.8,3.1,0.25,0.3,0.25,3.8,1.1,0.25,5.1,2,471,46,87,7.1,8.17,0.93
584580C,223578,436048,1.5,3.3,13.2,65.3,0.13,500,100,3.087,0.69,0.883,0.282,7.02,12.3,97.6,109.2,30.91,46.7,32.06,119,14.9,0.4,11.6,0.2,12.6,95.6,95.3,18.7,545.5,12.7,0.5,22.1,3.3,0.75,12.7,0.5,1.6,,0.25,17.5,0.6,7.9,1.8,0.25,0.25,0.1,1.6,0.5,0.25,5,4,545,25,52,2.3,1.25,0.68
584581C,225723,430172,1.1,3.3,13.8,47.7,0.16,500,19,2.69,2.19,0.732,2.129,11.07,14.3,90.8,65,74.03,58.2,32.46,248.8,16.6,0.6,21.6,0.9,39.1,80.9,278.7,30.5,241.8,12.6,1.1,48.5,5.2,2.31,6.4,0.5,0.8,,0.25,19.1,1,10.5,1.7,0.2,0.5,0.25,2.3,0.5,0.25,19,2,885,58,115,1.6,1.32,0.71
584582C,241626,429106,1.5,2.1,13.6,51.2,0.25,500,23,2.179,0.93,0.847,1.13,8.65,13,85.9,82.4,95.54,41,23.48,128.5,15.9,0.5,10.3,0.3,29,67.9,138.4,27.6,728.4,17.7,0.8,39.8,3.3,2.31,16.7,0.7,2.4,,0.5,19.6,1,9.9,3.8,0.25,0.4,0.25,1.8,0.2,0.25,15.9,2,484,48,94,5,0.91,0.72
584584C,248397,430615,1.5,3,19.2,57.1,0.22,500,100,3.16,0.37,0.875,0.244,8.32,19.7,125.6,114.3,28.31,51,29.84,120.8,22.4,1.2,4.1,0.6,9,96.4,115.4,29.6,458.7,19.7,0.5,40,5.8,3.24,10.4,1.3,2.5,,0.25,13.8,1.4,11.6,2.3,0.25,0.25,0.1,2.5,0.5,0.2,4.1,3,699,49,90,1.1,1.06,1.03
584585C,242337,430196,1.6,2.3,17,58.8,0.31,500,100,2.743,0.44,0.862,0.681,8.74,13.7,103.7,130.5,54.25,38.8,25.4,97.1,19.2,0.9,14,0.2,10.8,85.5,140.6,26.7,603.2,19,0.8,41.6,4.4,3.7,14.8,0.6,2.3,,0.3,37.9,0.9,10.5,2.5,0.25,0.3,0.25,2.4,0.5,0.25,5.7,2,598,52,98,1.5,0.9,0.92
584586C,251429,435427,1.1,2.5,18.4,56.7,0.21,500,100,3.504,0.45,1.046,0.683,8.42,14.2,112.5,89,37.71,42,20.46,123.2,20.4,0.7,0.8,0.2,6.9,105.8,94.4,23.2,682.6,19.9,0.6,39.4,4.3,2.43,15.6,0.5,1.4,,0.25,11.6,1,9.2,2.4,0.25,0.1,0.25,1.9,0.5,0.25,3.3,4,797,37,76,1.8,0.82,0.42
584587C,248096,428873,1.5,3.9,17.9,56.1,0.28,500,100,2.983,0.8,1.059,0.123,9.1,21.7,152.4,121.2,30.04,51.5,35.19,117.4,19.9,0.8,2.6,0.4,6.8,86.9,86.6,29.3,473.4,17.3,0.4,36.4,7,1.04,10.8,0.8,1.5,,0.5,12.1,1.1,8.7,1.6,0.3,0.3,0.25,2.4,0.25,0.2,2.6,3,520,39,75,1.8,1.9,1.26
584588C,242539,430819,1.5,1.8,14.9,45.5,0.49,500,42,2.596,0.25,0.758,1.58,10.16,15.5,108.8,88.3,104.72,35.1,19.75,78.2,17.7,0.7,27.6,0.3,16.8,75.3,125.2,25,343.6,17,0.9,39.7,2.3,0.92,8.1,1.4,1.8,,0.4,40.1,0.9,8.7,1.2,0.25,0.25,0.25,2.2,0.3,0.25,10,1,639,51,95,2.2,1.03,0.78
584589C,244570,426217,1.2,2.8,12.2,46.3,0.24,500,100,2.012,0.99,1.054,0.534,7.04,15.7,109.5,99.8,65.28,47.7,55.57,111,14.7,0.8,3.8,0.3,14.4,52,125.8,27.5,1065.1,16.9,1,40,1.9,4.85,23.5,0.2,2,,0.25,14.5,1.2,7.9,2.7,0.25,0.1,0.25,2.3,0.3,0.25,6.4,2,397,41,83,1.7,2.43,1.42
584590C,227009,434533,1.2,3.5,14.3,51.3,0.25,92,100,2.805,1.42,0.774,0.616,10.29,15.4,99.9,56,51.12,33.3,34.28,118.4,18.6,0.9,27.8,1.9,16.5,92.2,148.1,33.7,311.2,13.8,1.7,46.7,5.5,1.73,7,0.5,1.4,,0.3,16.4,1.1,9.9,3.6,0.4,0.4,0.2,2.8,0.3,0.25,14.4,3,808,51,88,1.8,1.71,0.98
584591C,227192,430961,1.5,3.6,15.7,59.2,0.21,500,2,2.805,2.2,1.194,0.886,8.29,16.1,147.5,55.1,48.09,35.8,46.09,129.8,19.1,0.9,3.9,0.5,8.5,88.5,189.9,31.4,310,14.6,1.2,36.3,5.8,3.47,7.5,0.5,1.7,,0.2,15.7,1,9.5,2.6,0.1,0.3,0.25,2,0.6,0.2,7.1,2,709,36,70,2,3.68,2.23
584592C,251520,434429,1.6,2.5,17.7,58.6,0.28,500,100,3.129,0.61,1.037,0.205,8.69,15.3,119.3,87.6,28.53,44.1,21.87,105.4,19.9,0.6,0.3,0.3,12.1,96.6,90.2,24.2,965.3,16.8,0.5,33.9,1.7,3,21.7,0.1,1.6,,0.5,14.4,0.6,9,2.3,0.25,0.25,0.25,2.2,0.1,0.25,5.9,3,673,33,72,2.9,0.92,0.53
584594C,248602,434698,1.7,2.8,17.8,61,0.23,500,100,3.014,0.67,1.072,0.335,6.62,16,109.2,107.6,18.15,36.3,21.16,88.6,19.5,0.4,0.45,0.2,4.9,89.3,127.4,32.6,757.7,21.7,0.6,46.1,4,2.31,17.8,0.5,2.6,,0.25,15.1,1.1,10.8,2.8,0.25,0.25,0.25,1.9,0.2,0.25,2.7,3,637,54,101,1.2,0.86,0.64
584595C,247321,428005,1.5,3.5,15.6,54.8,0.24,500,100,2.263,0.7,1.008,0.534,8.42,19.5,130.1,108.4,52.41,56.6,46.09,124.1,16.2,0.3,4.9,0.4,13.6,66.2,102.9,25.1,844.7,16.1,0.8,36.6,4.7,4.97,18.1,0.2,1.3,,0.25,17.9,1,8.6,2.6,0.25,1,0.2,2.4,0.2,0.5,7.4,2,483,38,77,1.3,1.62,1.29
584597C,252960,433449,1.3,2,19,54.7,0.27,500,100,3.233,0.76,1.045,0.375,8.28,19.7,130.1,103.5,45.71,48.7,34.89,119.6,21.1,0.6,4,0.4,17.4,102.5,146.7,30.9,649.1,19.8,0.9,39.3,3.8,1.73,14.6,1,2,,0.3,38.4,0.8,11.2,2.4,0.25,0.2,0.25,3.1,0.6,0.4,9,4,715,51,101,2.6,1.38,0.85
584599C,248157,437903,1.6,4.8,17,52.7,0.24,500,100,2.555,1.64,1.061,1.028,10.46,26.4,172.1,145.6,53.17,79.8,60.52,231.1,18.8,0.4,8.6,0.6,30,76.5,110.9,29.3,511.9,15,1.6,37,3.3,3.58,12.6,0.5,0.9,,0.2,29.2,1,8.2,3.9,0.25,1.5,0.25,7.8,0.3,0.25,20.8,2,636,44,83,2,2.99,2.27
584601C,239281,433796,1.8,2.3,14.9,65.7,0.2,500,100,2.377,0.61,1.059,0.178,6.34,12,88.9,78,18.26,29.3,21.26,79.8,15.6,0.5,4.8,0.3,9.9,73.4,120.7,30.3,1479.8,20,0.9,43.7,6.5,1.27,35.6,0.5,2.8,,0.25,15.9,1.4,10.2,3.8,0.25,0.2,0.25,1.8,0.6,0.25,3.8,2,479,50,96,1.3,0.77,0.57
584602C,217212,431332,1,1.5,9.5,45.2,0.26,519,94,2.346,1.13,0.635,0.435,10.53,8.4,73.8,42.5,28.96,25,21.36,92.2,11.9,0.2,18.4,1,65.7,76.5,87.5,29.5,539.1,11.2,1.4,35.7,1.1,0.75,12.4,0.4,1.6,,0.1,19.5,1,9.3,3.4,0.1,0.2,0.25,2.8,0.8,0.25,22,2,743,35,71,3.4,1.23,0.69
584603C,224628,427155,0.9,2.5,20.5,59,0.13,500,100,4.788,0.65,0.652,0.673,6.43,14.8,83.1,77.4,20.64,34.7,15.11,124.5,24.1,0.3,2.4,0.2,12,157.4,191,26,368.5,17.8,0.7,41.8,3,3,8.4,0.5,1.7,,0.7,31.6,0.4,13.5,2.4,0.4,0.1,0.25,3.7,0.5,0.25,5.9,4,901,54,102,1.2,0.25,0.29
584604C,213702,429587,0.9,2.6,10,44.4,0.24,275,89,1.918,2.18,1.085,1.436,11.84,14.8,124.6,54.9,82.78,30.4,31.46,491.9,14,0.7,6.5,1.4,81.1,63.5,155.6,25.9,448.3,13.8,1.5,34.9,1.6,0.75,10.9,1.7,1.4,,1,68.9,1.4,8.8,2.7,0.3,1.4,0.25,2.5,0.5,0.25,21.8,3,748,34,71,1.9,2.4,1.61
584606C,232493,436422,1.3,2.1,10.8,53.8,0.34,33,9,1.876,1.27,0.844,0.581,8.04,10.4,83.5,50,29.93,31.3,32.97,147.4,12.2,0.8,19.6,1.4,22.7,58.3,144.5,28.7,715.6,13.6,1.2,35.7,4.5,0.46,17.5,0.7,1.7,,0.5,19.9,0.7,8.8,2.9,0.25,0.2,0.25,3,0.5,0.25,16.1,2,533,43,78,2.3,1.88,0.85
584607C,244237,437220,0.6,3,20.4,55.9,0.16,500,100,4.683,0.51,0.979,0.454,9.03,18.6,157.6,81.6,39.23,31.2,31.35,79.2,24.5,0.9,49.7,0.2,17,147.6,67.3,28.3,340,14.7,0.5,34.8,5,0.69,8.8,0.8,2.5,,0.5,20.8,0.6,11.1,1.8,0.5,0.25,0.25,2,0.9,0.25,4.3,2,758,47,84,2.1,1.73,1.22
584610C,225242,433600,1.3,3,13,53,0.25,500,100,2.503,1.83,0.785,1.65,10.41,12.2,100.1,47.1,35.55,29.4,36.4,141.7,17.7,0.5,23.9,0.7,18.9,78.1,216.1,30.4,271.3,13.4,2.3,35.7,1.4,0.69,7.2,0.5,0.9,,0.25,24.8,1.1,9.4,3.1,0.3,0.2,0.25,3.7,0.5,0.1,12.4,2,859,44,84,2,1.54,0.91
584611C,223700,427435,0.7,1.8,9.9,35.7,0.22,385,33,2.158,1.56,0.59,2.532,13.45,10.9,63.6,44.6,80.41,40.7,32.16,252.4,14,0.3,44.1,1.6,39.8,70.4,179.5,31.3,295.6,10.3,3.1,52.1,3.1,0.75,7.1,0.2,1.3,,0.1,25.8,1.1,8,3.5,0.4,0.25,0.25,3.1,1.2,0.25,23.9,2,897,56,101,1.9,1.28,0.6
584612C,234028,435423,1,3.3,17.3,53.3,0.21,500,100,3.723,0.8,0.588,0.782,7.55,15.3,87.3,66.4,33.72,31.8,24.39,130,21.6,1.1,17.8,0.3,9.4,117,202.7,29.6,369.2,13.7,0.8,39.2,5.5,2.54,7.6,0.5,1.4,,0.2,19.1,0.2,10.7,2.6,0.25,0.2,0.25,5.5,0.7,0.25,8.8,3,802,47,89,1.5,0.92,0.67
584613C,223503,431600,1,3.1,13.5,42.4,0.24,500,100,2.774,1.37,0.658,2.529,10.7,13.2,113.5,58.6,66.36,47.7,37.71,230.9,18.4,1.6,17.6,1.7,25,94.7,172.7,53.7,205.1,13.7,2.2,78.2,10.5,3.47,4.3,0.5,1.4,,0.3,25.1,1.2,11.1,7,0.25,0.9,0.25,4.2,0.8,0.25,16.3,3,1251,92,156,2.7,1.6,0.69
584614C,216967,423150,1.2,3.3,15.7,43.9,0.67,297,100,3.129,1.36,0.919,0.585,10.6,16.2,141.9,73.2,45.17,39.1,45.99,208,20.4,0.9,6.2,1.6,23.4,110.5,160.3,44.3,355.4,17.7,1.6,56.5,9,3.81,7.3,1.1,2.4,,0.25,28.5,0.5,12.7,6.7,0.25,0.6,0.25,3,1,0.1,9.4,3,1167,64,122,2.8,2.12,1.24
584615C,241933,428037,1.6,2.7,16.2,55.1,0.23,500,100,2.638,0.67,0.918,1.099,9.79,15.5,102.6,87.9,132.5,50.5,26.21,139,18,0.3,12.1,0.2,16.5,80.8,129,31.6,854.1,18.8,1,48.9,3.7,3.58,19.6,0.8,1.6,,0.25,22,0.8,11,3.2,0.25,0.3,0.25,1.4,0.4,0.1,11.2,2,604,57,117,1.9,1.16,1.02
584616C,241306,436000,0.3,1.3,14.4,45.4,0.08,500,8,4.026,0.21,0.651,0.375,13.44,11.9,69.3,56.6,40.63,17.9,9.46,59.7,18.9,1.2,68.7,0.4,50.1,125,43.9,23.4,586.4,10.7,0.6,39.5,3.4,0.75,14.5,0.8,1.2,,0.3,16.3,1,10.8,1.7,0.25,0.1,0.25,2.1,0.6,0.25,16.8,2,706,54,102,1.2,0.25,0.33
584617C,221600,431352,1.7,1.5,18.1,43.7,0.23,231,16,3.129,1.15,0.65,1.447,11.75,13.7,100.1,73,55.01,38,30.95,197.5,22.8,1.1,36,1.4,29.1,112.4,339.9,28.7,286.7,15.2,1.8,46,5.1,1.04,6.8,0.6,0.7,,0.25,35.1,1.6,11.7,3.7,0.25,0.25,0.25,2.8,0.5,0.1,23.5,3,1113,62,115,2.2,1.24,0.99
584618C,217849,428319,1.3,3.1,14.2,46,0.24,500,100,3.045,1.25,0.787,1.926,10.83,13.5,117.2,58.2,72.3,44.5,26.81,216.1,17.9,0.8,31.9,1.8,29.8,101.3,124.2,41.8,378.9,14.6,1.5,62.7,5.2,3.81,7.3,0.8,2.3,,0.25,22,1,10.4,3.5,0.25,1.3,0.25,2.7,1.2,0.25,18.7,3,1652,75,117,3.8,1.62,1
584619C,236153,430215,1.6,3.7,19.2,53.5,0.2,500,100,3.076,0.35,1.055,0.25,9.19,21.1,139.4,119.5,34.9,52,45.58,120.3,22,1.2,3.2,0.1,7.2,93.7,124.5,33.9,631.2,18.9,0.5,46,3.7,2.54,15.4,0.5,2,,0.2,16.7,0.9,9.8,2.1,0.2,0.25,0.25,2.4,0.4,0.25,4.6,2,726,52,99,1.5,1.66,1.09
584620C,225145,433600,1.7,2.9,12.7,66.4,0.23,500,100,2.033,2.01,1.093,0.361,8.11,11.8,107.5,45.9,18.15,21.4,33.07,109.3,14.9,0.7,12.5,0.4,17.2,64.4,209.5,28.7,504.9,14.2,1.2,36.1,4.3,3.12,11.2,1.1,2.3,,0.25,23,0.7,8.7,2.7,0.25,0.1,0.25,5.9,0.4,0.1,6.7,2,571,37,74,4.1,1.86,1.2
584621C,217177,425716,0.7,1.6,11.2,32.9,0.32,177,21,2.43,1.24,0.78,2.66,16.53,12.8,97.3,47.4,93.05,36.3,26.21,224.2,13.4,0.7,60.2,1.1,44.3,81.8,96.9,31.8,346.9,12.4,2.4,47.7,0.5,0.75,8,0.5,1.3,,0.1,26.5,1.1,9.6,3.5,0.25,0.5,0.25,8.5,1.4,0.25,17.7,2,1185,49,118,2.9,1.82,0.99
584622C,247229,439730,0.6,1.7,9.4,26.4,0.49,190,44,2.242,3.07,0.67,8.968,13.15,14.5,111.4,53.8,239.28,139.7,68.49,3422.3,11.6,0.8,137.7,1.4,48.4,57.3,182.8,28.6,282.3,9.8,2.4,44.9,1.5,0.75,6.7,0.5,0.3,,0.1,256,1.5,7.3,1.9,0.25,15,0.25,12.1,2.7,0.25,28.6,2,1795,43,100,2.3,2.3,7.64
584624C,219048,426405,1.6,3.6,13.6,52.5,0.64,233,100,2.513,2.57,0.884,0.562,8.2,13,109.6,66.1,29.5,38.3,99.97,211.6,17.8,1.2,4.5,1.5,18.6,84.5,222,42,395.7,17.1,1.4,49,6.6,3.47,9.7,1.5,2.7,,0.25,165.8,1.7,12.6,5.2,0.25,0.2,0.25,42.1,2.5,0.25,20.1,2,1013,58,102,21,4.37,2.01
584625C,246295,439610,0.8,2.7,17.8,51,0.18,646,100,4.35,0.74,0.935,0.741,9.99,15.6,119.4,75.3,49.39,39.2,17.13,285.6,19.4,0.4,35.8,0.4,7.7,126.9,70,22.9,413.9,13.3,0.9,32.5,2.7,0.75,8.5,0.5,1.4,,0.25,15.8,0.9,8.4,2.2,0.3,0.25,0.2,2.8,1,0.5,3.3,3,882,35,72,1.1,1.04,0.95
584626C,224017,427599,1.3,3.4,15.4,59.9,0.21,500,100,3.16,1.83,0.827,0.659,7.38,14.3,96.1,51.3,31.45,31.2,36.5,141.6,19,0.1,12.9,0.7,16,99.8,200,31.4,409.9,15.5,1.8,43.4,6.5,1.85,10.1,0.5,2,,0.4,21.8,0.6,10.5,3.4,0.2,0.25,0.1,9.6,0.6,0.25,9.4,3,881,46,88,73.4,1.49,0.74
584627C,222154,431592,1.7,3.3,16.3,51.1,0.37,500,100,2.899,1.85,0.913,1.055,8.49,15.8,150.9,61.8,32.42,34.5,41.24,178.5,20.7,1.2,12,1.1,26.2,101.3,207.5,39.9,316,16.9,1.7,49.5,6.3,3.81,7.2,0.7,2.2,,0.7,23.6,0.5,11.5,4.3,0.25,0.8,0.1,4.4,0.7,0.1,13.4,4,1037,58,112,2.1,1.11,0.68
584628C,240400,431560,1.8,2.7,16.5,63.2,0.1,500,100,2.857,0.29,0.864,0.346,7.1,12.9,105.9,87.5,30.26,34.2,22.47,84.2,19.3,0.5,1.8,0.2,5.9,80.9,89.6,21.6,551.2,17,0.3,28.3,4,1.5,12.2,1,0.9,,0.1,15.2,0.9,8.2,1.7,0.25,0.1,0.25,2.2,0.2,0.25,3.2,3,680,32,62,0.5,0.58,0.56
584629C,218470,429400,1.4,3.5,16.2,48.3,0.25,500,5,3.671,0.89,0.798,1.495,9.63,12.6,121.1,57.2,56.2,40.5,22.98,198.3,21.9,1.2,17.5,1.3,30.5,122.3,110.1,32.1,331.3,16.4,1.2,46.1,1.6,2.54,8.4,0.4,1.7,,0.1,31,1.3,10.4,3.3,0.25,0.7,0.25,5.8,0.8,0.25,20.5,4,1361,46,110,1.9,1.27,0.71
584631C,235603,420624,1.7,2.4,18.2,55,0.26,7,100,2.607,1.08,1.029,0.217,7.85,17.2,117.2,91.7,24.75,47.3,37.81,141.9,20.9,1.2,1.7,0.7,35.8,94.1,195,34.1,710.2,20.1,0.6,55.9,6.2,1.85,16.5,0.5,2.4,,0.25,22.9,1.2,10.7,3.7,0.25,0.6,0.25,3.6,0.5,0.25,10.3,2,571,64,95,23.3,37.15,50.67
584632C,241154,435884,0.15,0.7,5.9,13.9,0.21,357,188,1.365,0.56,0.233,3.966,35.99,5,44.8,19.4,291.59,42.3,13.49,144,7.2,0.25,108.4,1.6,137.6,41,37.3,19.4,172.6,4.4,2,34.2,1.5,0.75,3.5,0.5,0.3,,0.25,15.5,2.5,5.3,0.6,0.25,0.3,0.8,1.5,0.6,0.25,90,1,404,30,59,0.5,0.64,0.44
584635C,217166,425453,0.8,3.5,8.5,26.3,0.19,858,81,1.188,2.33,0.785,2.054,17.9,17.4,148.1,70.9,129.04,36.7,25.3,248.4,11.3,1,35.9,1.2,54.3,41.4,168.8,23.3,189.8,8,2.5,37.9,1.5,0.11,3.2,0.5,0.3,,0.25,20,0.8,4.9,1.3,0.25,1.1,0.25,1.6,0.5,0.25,26.5,2,1201,33,68,3.1,0.96,0.72
584636C,222929,427451,0.9,2.4,11.6,46,0.19,147,100,2.617,1.49,0.733,1.37,12.35,11.3,77.3,44.7,84.19,34.7,31.86,210.6,14.8,1.1,44.1,0.9,20.4,81.3,184.8,33.2,667.6,12.8,2.1,47.6,3.4,1.04,14,0.5,0.5,,0.25,16.7,1.1,9.7,3.6,0.25,0.4,0.1,2.5,0.4,0.2,14,2,1045,55,99,1.6,1.37,0.76
584637C,229012,431843,0.8,2.1,10.2,33.6,0.32,348,2,2.148,1.98,0.65,4.401,12.68,10.7,85.4,46.3,54.36,37.4,39.23,202,15.3,0.8,7.8,2.4,34.3,74.2,189.9,47.3,211.5,13.2,2.4,68.2,5.2,4.05,5.3,0.5,1.3,,0.25,25.5,1.9,10.9,8.8,0.25,0.6,0.25,2.3,1.1,0.25,26.7,3,1958,74,124,1.8,1.82,1.01
584638C,220660,428073,0.6,1.9,14.3,43.1,0.24,148,23,3.296,1.36,0.751,1.775,11.37,13.7,92.5,56.7,155.63,109.9,36.4,245.6,16.8,0.5,21.9,1,33,107.1,122.2,40.1,343,11.9,1.2,59.5,4.5,4.39,8.2,1.8,1.9,,0.8,26.5,0.7,11.3,4.3,0.25,1.1,0.25,2,0.5,0.25,20.2,2,775,72,124,3.5,1.93,0.57
584639C,232817,435089,1.1,3.1,16.3,52.5,0.27,500,100,3.609,0.81,0.703,0.795,8.04,12.9,93.2,67.8,43.55,40,28.93,142.5,20.8,0.9,18.5,0.6,20.7,117.7,161.4,34.3,464.4,13.5,1.4,44,6.4,2.89,10.4,0.2,2,,0.3,23.5,0.6,10.6,2.5,0.1,0.2,0.25,2.7,0.7,0.25,20.7,2,872,51,98,1.5,0.98,0.61
584642C,223090,427899,1.2,2.6,11.7,49.9,0.2,500,9,2.242,1.8,0.768,1.637,8.79,13.4,88.9,46,73.6,28.6,25.2,171.9,15.5,0.9,10.1,0.9,19.1,70.5,225.6,33.8,433.7,12.9,1.7,45.9,5.4,1.96,9.8,0.1,1.2,,0.1,20,0.9,9.7,6,0.3,0.6,0.25,2.5,0.8,0.25,11.7,2,926,53,107,3.4,1.53,0.8
584643C,220135,429281,1.1,1.5,11.4,38.9,0.28,378,100,2.221,9.2,0.685,0.591,7.39,12.5,75.8,51.6,29.93,27.5,28.63,123.1,15.1,0.3,14.2,1.4,35.3,76.9,278.4,25.3,364.1,12.5,0.9,37.5,4.2,0.81,8.8,0.3,1.7,,0.25,25,0.3,8.7,2.7,0.1,0.5,0.25,3.9,0.2,0.25,23.5,2,770,43,79,2,1.05,0.61
584644C,221729,433085,2.4,2,15.2,60.1,0.23,500,100,2.941,0.85,0.947,0.472,6.84,12.7,92.5,57.9,31.12,32.5,28.93,124.3,18.6,0.8,17.8,0.4,26.4,102.7,114.9,32.7,413.1,17.2,1.1,43.5,6.1,2.54,11.5,1.1,3.4,,0.6,19.6,0.8,11.9,2.8,0.2,0.1,0.25,2.8,0.7,0.25,8.5,3,773,48,94,2.6,0.98,0.67
584645C,240163,434458,1.1,2.8,15.2,50.5,0.21,500,100,2.461,2.61,1.203,0.744,11.88,18.8,186.2,64,91.54,41.3,71.01,184.2,20.5,0.9,21.7,0.5,20.8,73.6,119.7,27.1,477.7,11.4,0.8,35.7,1.6,0.75,11.3,0.6,1.9,,0.25,22.1,1.6,7.7,1.5,0.6,0.3,0.25,2.7,1,0.25,9.4,2,522,33,69,2.8,3.47,2.46
584647C,235074,427349,1.4,2.7,19.3,56,0.26,500,100,3.421,0.54,0.772,0.582,7.49,15.3,105.1,93.6,45.28,61.9,26.31,151.2,22.2,1.4,5.1,0.5,18.9,108.3,128.2,31.7,451.5,19.6,0.6,45.1,9,1.73,10.1,0.4,1.7,,0.2,24.3,1.1,11,3.2,0.25,0.5,0.25,4.5,0.6,0.25,10.9,3,720,60,112,1.1,0.81,0.57
584649C,214989,426073,1.5,2.7,17.1,48,0.22,500,100,3.817,0.67,0.744,0.826,8.66,16.1,143.1,68,42.79,35.5,24.59,186.2,23.3,0.5,19.7,1.1,20.9,130.1,130.3,34.3,369.1,17.9,1.6,48.5,3.8,2.43,8.9,1,2.4,,0.25,28.7,1.5,11.5,4.1,0.25,0.3,0.1,3.3,0.8,0.25,10.2,4,1277,53,107,31.3,1.22,0.69
584650C,215029,425817,1.6,3.4,12.9,48.3,0.42,500,100,1.929,3.82,1.697,0.722,15.06,23.5,190.1,34.2,49.6,26.1,183.02,173.6,23.5,1.1,31.4,0.3,14.7,81.7,187.2,49.3,337,18.7,1.8,48.5,2.3,3.47,7.9,1.4,2,,0.1,15.5,0.9,6.5,1.9,0.5,0.1,0.25,2.6,0.7,0.25,5.6,5,809,42,93,6,3.01,3.48
584651C,227336,432196,1.1,3.7,16.5,55.3,0.15,500,100,3.296,1.23,0.819,0.833,8.91,17.1,106.4,57.3,52.41,35.9,34.28,138.4,20.6,0.8,16.1,0.3,11.4,108.3,157.1,32.3,258.1,14.1,2.1,47.1,6.3,2.31,6,1.8,2.5,,0.25,17.7,0.2,10.7,2.6,0.25,0.25,0.25,2.6,0.5,0.25,9.2,3,1051,49,91,1.6,1.45,0.89
584652C,234968,436875,1.3,3.6,17.4,50.9,0.23,500,100,3.64,0.77,0.658,1.218,9.02,14.9,92.1,66.7,45.71,37.6,26.11,161.2,21.3,0.3,26.6,0.5,10.3,120.3,188.2,31.1,303.6,14.9,1.9,42.2,1.5,1.16,8.9,0.5,2,,0.5,17.7,1.1,11.2,3.2,0.25,0.1,0.25,2.5,0.7,0.1,9.8,3,1045,53,104,1.1,0.7,0.47
584653C,240808,434008,1,2.4,12.5,42.4,0.24,500,100,2.482,0.65,0.739,1.755,13.76,15.5,95.8,82.4,67.22,37.9,19.35,145.1,15.6,1.3,41.6,0.4,22.3,75,108.4,21.8,532.2,15.3,0.9,34.6,1.5,0.81,12.4,0.8,1.3,,0.3,16.5,1.3,8.5,1.5,0.25,0.1,0.25,1.9,0.7,0.1,12.8,2,759,34,71,2.3,0.75,0.73
584655C,221774,430953,1.5,3.2,16.1,49.3,0.22,500,100,3.181,1.09,0.776,1.085,8.31,15.9,132.7,60.3,32.42,32.1,31.35,150.9,21,1.9,17.9,0.9,22.1,107.4,170,35.4,287.7,16.8,2,47.8,5.1,1.04,7,0.8,2,,0.5,21.2,1.6,11.1,3.4,0.25,0.1,0.25,2.8,0.9,0.25,10.5,4,1103,55,113,23.4,1.37,0.78
