Sample_ID,Easting_ING,Northing_ING,pH,SEC_µScm,HCO3_mgL,NPOC_mgL,Cl_mgL_IC,SO4_mgL_IC,NO3_mgL_IC,Br_mgL_IC,NO2_mgL_IC,HPO4_mgL_IC,F_mgL_IC,Li_µgL_ICPMS,Be_µgL_ICPMS,B_µgL_ICPMS,Na_mgL_ICPMS,Mg_mgL_ICPMS,Al_µgL_ICPMS,Si_µgL_ICPMS,P_mgL_ICPMS,S_mgL_ICPMS,K_mgL_ICPMS,Ca_mgL_ICPMS,Ti_µgL_ICPMS,V_µgL_ICPMS,Cr_µgL_ICPMS,Mn_µgL_ICPMS,Fe_µgL_ICPMS,Co_µgL_ICPMS,Ni_µgL_ICPMS,Cu_µgL_ICPMS,Zn_µgL_ICPMS,Ga_µgL_ICPMS,As_µgL_ICPMS,Se_µgL_ICPMS,Rb_µgL_ICPMS,Sr_µgL_ICPMS,Y_µgL_ICPMS,Zr_µgL_ICPMS,Nb_µgL_ICPMS,Mo_µgL_ICPMS,Ag_µgL_ICPMS,Cd_µgL_ICPMS,Sn_µgL_ICPMS,Sb_µgL_ICPMS,Cs_µgL_ICPMS,Ba_µgL_ICPMS,La_µgL_ICPMS,Ce_µgL_ICPMS,Pr_µgL_ICPMS,Nd_µgL_ICPMS,Sm_µgL_ICPMS,Eu_µgL_ICPMS,Tb_µgL_ICPMS,Gd_µgL_ICPMS,Dy_µgL_ICPMS,Ho_µgL_ICPMS,Er_µgL_ICPMS,Tm_µgL_ICPMS,Yb_µgL_ICPMS,Lu_µgL_ICPMS,Hf_µgL_ICPMS,Ta_µgL_ICPMS,W_µgL_ICPMS,Tl_µgL_ICPMS,Pb_µgL_ICPMS,Bi_µgL_ICPMS,Th_µgL_ICPMS,U_µgL_ICPMS
584552W,237993,423944,6.86,175,39.01,1.8,17.254,7.09,3.471,0.12,0.005,0.05,0.005,0.395,0.0016,2.5,12.72,3.331,7.9,2089,0.0073,2.82,1.175,16.32,0.025,0.106,0.182,43.77,29.5,0.255,1.02,0.962,1.223,0.005,0.12,0.15,0.771,88.325,0.1166,0.024,0.0005,0.031,0.025,0.0077,0.113,0.0263,0.0005,10.51,0.116,0.034,0.025,0.091,0.02,0.006,0.003,0.022,0.015,0.003,0.01,0.001,0.01,0.002,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.022
584553W,249321,432674,7.2,83,6.83,17.56,11.757,0.929,0.025,0.07,0.005,0.05,0.005,0.629,0.0074,2.5,7.3,1.878,167.6,1004,0.0204,0.58,0.31,5.57,2.079,0.365,0.363,57.24,1360.3,0.464,1.51,1.133,3.185,0.005,0.43,0.101,0.287,24.817,0.3098,0.406,0.006,0.033,0.025,0.0105,0.126,0.0407,0.0017,2.23,0.204,0.429,0.06,0.218,0.053,0.014,0.009,0.062,0.049,0.01,0.032,0.005,0.031,0.005,0.012,0.001,0.01,0.005,0.319,0.005,0.0393,0.078
584554W,245776,434221,6.35,54,7.32,15.76,10.611,0.809,0.025,0.06,0.005,0.05,0.005,0.341,0.0062,2.5,6.5,1.286,146.8,525,0.0129,0.59,0.368,1.95,1.228,0.243,0.187,97.65,780.8,0.522,0.87,0.752,4.132,0.005,0.35,0.093,0.435,10.993,0.2453,0.175,0.0021,0.015,0.025,0.0154,0.118,0.0453,0.0024,3.34,0.133,0.404,0.037,0.148,0.034,0.011,0.006,0.043,0.036,0.008,0.025,0.003,0.023,0.004,0.005,0.001,0.01,0.005,0.268,0.005,0.0159,0.014
584555W,225717,430625,7.06,93,8.05,17.45,17.637,1.288,0.025,0.12,0.012,0.13,0.019,0.258,0.0089,2.5,10.54,1.468,149.4,961,0.0158,0.62,0.88,4.84,2.682,0.22,0.185,130.98,1177.8,0.691,1.7,1.445,3.543,0.005,0.79,0.138,2.313,31.344,0.493,0.375,0.0099,0.069,0.025,0.0065,0.141,0.0247,0.0102,4.21,0.526,1.083,0.133,0.504,0.098,0.021,0.013,0.102,0.072,0.015,0.049,0.007,0.053,0.009,0.013,0.001,0.01,0.005,0.117,0.005,0.0357,0.022
584556W,251532,433752,7.27,36,312.12,13.49,15.516,4.15,2.306,0.09,0.005,0.05,0.012,0.694,0.01,2.5,9.69,2.528,170.6,1374,0.1259,1.9,3.846,11.12,2.792,0.646,0.631,175.1,1344.4,1.751,2.17,4.422,6.138,0.026,0.45,0.187,1.886,59.272,1.4157,0.588,0.0094,0.107,0.025,0.0151,0.102,0.0538,0.0115,5.07,1.384,3.358,0.377,1.479,0.306,0.071,0.045,0.316,0.231,0.046,0.141,0.018,0.12,0.019,0.016,0.001,0.01,0.005,0.232,0.005,0.0771,0.073
584558W,238722,424423,7.25,92,4.02,8.82,17.908,3.933,0.564,0.09,0.095,0.05,0.005,0.72,0.0078,8.8,10.06,1.372,148.4,1292,0.1418,1.71,3.559,5.22,3.244,0.29,0.356,37.68,462,1.003,4.7,3.697,42.662,0.022,0.44,0.122,1.44,29.197,0.5047,0.458,0.01,0.131,0.025,0.0236,0.153,0.0504,0.0034,90.02,0.771,1.552,0.178,0.647,0.119,0.027,0.018,0.123,0.089,0.016,0.048,0.006,0.04,0.007,0.014,0.001,0.01,0.005,0.203,0.005,0.0776,0.04
584561W,226367,435713,6.46,100,6.71,5.58,20.841,3.585,0.025,0.13,0.005,0.05,0.005,0.267,0.0075,2.5,13.02,1.499,76,878,0.004,1.39,1.092,1.53,0.44,0.096,0.081,15.19,157.7,0.101,0.8,0.795,2.916,0.005,0.11,0.072,1.505,16.927,0.338,0.094,0.0034,0.015,0.025,0.0123,0.026,0.0122,0.0005,18.35,0.181,0.248,0.041,0.21,0.044,0.011,0.008,0.056,0.051,0.01,0.033,0.004,0.029,0.004,0.028,0.001,0.01,0.005,0.071,0.005,0.0104,0.007
584562W,241594,429708,4.59,69,0,37.02,12.12,1.931,0.025,0.03,0.005,0.05,0.005,0.749,0.0119,2.5,8.51,1.23,309.9,655,0.0274,1.01,0.051,1.66,7.227,1.332,0.542,55.17,1593.5,0.642,1.04,0.76,3.628,0.063,0.93,0.137,0.101,14.73,0.3036,0.372,0.0164,0.04,0.025,0.0101,0.139,0.0666,0.0016,1.71,0.287,0.664,0.078,0.292,0.064,0.015,0.01,0.065,0.052,0.01,0.033,0.004,0.029,0.004,0.055,0.001,0.01,0.005,1.876,0.005,0.0592,0.047
584563W,244023,429964,7.05,107,9.39,11.9,6.129,1.365,0.025,0.04,0.005,0.05,0.005,0.692,0.0069,2.5,8.12,1.679,183.3,1211,0.0288,1.22,0.177,11.02,2.378,0.368,0.315,272.34,1491.4,1.332,1.73,1.119,3.576,0.013,0.6,0.126,0.214,55.348,0.4517,0.44,0.0073,0.037,0.025,0.0192,0.099,0.0375,0.0018,3.64,0.385,0.868,0.096,0.355,0.074,0.018,0.012,0.082,0.066,0.014,0.046,0.006,0.044,0.007,0.033,0.001,0.01,0.005,0.4,0.005,0.0489,0.093
584565W,252400,432780,7.82,143,62.18,12.12,14.687,6.61,1.463,0.08,0.005,0.05,0.016,0.606,0.0103,2.5,8.92,2.721,122.6,1338,0.0529,2.36,3.595,14.05,2.475,0.464,0.544,73.6,766.3,1.539,6,4.766,4.442,0.018,0.42,0.179,1.782,73.669,1.0591,0.524,0.0104,0.113,0.025,0.0185,0.124,0.0639,0.012,5.85,1.175,2.327,0.295,1.133,0.223,0.056,0.034,0.235,0.172,0.034,0.101,0.014,0.083,0.013,0.032,0.001,0.01,0.005,0.185,0.005,0.0713,0.061
584566W,226590,426632,7.34,116,11.34,13.08,19.148,3.758,0.121,0.1,0.005,0.05,0.005,0.514,0.0123,2.5,11.28,1.698,177.1,1044,0.0127,1.46,0.913,7.26,1.146,0.179,0.239,117.06,819.8,1.058,2.14,1.229,6.912,0.005,0.45,0.109,0.817,38.672,0.4573,0.516,0.0052,0.048,0.025,0.0117,0.09,0.0303,0.0026,4.65,0.21,0.394,0.059,0.237,0.053,0.015,0.011,0.067,0.061,0.015,0.048,0.007,0.05,0.008,0.024,0.001,0.01,0.005,0.171,0.005,0.0361,0.069
584569W,247989,430825,7.22,62,6.34,9.09,12.072,1.316,0.025,0.08,0.005,0.05,0.005,0.745,0.0047,2.5,7.48,1.667,66.7,1194,0.0163,0.59,0.36,2.91,0.38,0.095,0.17,326.97,658.5,1.688,3.18,1.071,2.293,0.015,0.41,0.065,0.46,13.288,0.2864,0.395,0.0013,0.044,0.025,0.0066,0.11,0.0303,0.0039,1.43,0.096,0.257,0.036,0.154,0.041,0.01,0.007,0.053,0.041,0.009,0.03,0.004,0.033,0.006,0.015,0.001,0.01,0.005,0.063,0.005,0.0207,0.032
584570W,247584,430623,6.78,66,7.56,6.66,12.897,4.225,0.025,0.07,0.005,0.05,0.005,0.783,0.0092,2.5,8.23,1.547,108.1,1444,0.0116,1.46,0.525,4.47,0.805,0.198,0.243,150.47,751.7,1.235,3.9,2.204,3.876,0.005,0.33,0.076,0.428,21.32,0.3447,0.426,0.0022,0.015,0.025,0.0406,0.091,0.0413,0.0011,2.56,0.222,0.485,0.06,0.253,0.06,0.016,0.01,0.069,0.054,0.011,0.037,0.005,0.036,0.006,0.016,0.001,0.01,0.005,0.154,0.005,0.0316,0.041
584571W,248522,430726,7.23,100,8.41,10.35,13.225,4.954,1.314,0.05,0.005,0.05,0.005,0.382,0.0048,2.5,7.6,1.904,102.1,1378,0.0482,1.37,1.436,6.64,1.766,0.215,0.374,70.87,440.6,0.493,1.52,1.648,1.928,0.005,0.19,0.094,0.92,35.802,0.2564,0.26,0.0072,0.098,0.025,0.0078,0.69,0.0409,0.0005,3.82,0.125,0.286,0.053,0.127,0.037,0.012,0.009,0.045,0.034,0.008,0.026,0.005,0.026,0.004,0.023,0.001,0.01,0.005,0.211,0.005,0.0362,0.012
584572W,243980,430047,7.08,73,3.9,20.57,11.127,1.229,0.025,0.03,0.005,0.05,0.005,0.399,0.0067,2.5,6.97,1.378,135.8,761,0.0204,0.63,0.082,7.32,2.246,0.444,0.229,64.82,997.7,0.327,1.15,0.953,3.598,0.01,1.11,0.097,0.106,36.457,0.2506,0.288,0.0048,0.015,0.025,0.0115,0.099,0.0414,0.0012,2.08,0.13,0.293,0.037,0.136,0.035,0.008,0.006,0.04,0.036,0.008,0.027,0.004,0.026,0.004,0.013,0.001,0.01,0.005,0.487,0.005,0.0312,0.055
584573W,253803,434203,7.7,247,63.4,2.42,13.579,6.712,12.684,0.11,0.005,0.05,0.005,0.125,0.0005,2.5,10.51,3.843,13.4,1957,0.0201,4.29,2.267,30.88,0.086,0.22,0.174,6.31,27.5,0.1,0.56,2.318,0.844,0.005,0.24,0.269,1.453,139.009,0.0511,0.026,0.0005,0.089,0.025,0.0083,0.116,0.0773,0.0032,8.42,0.044,0.034,0.011,0.038,0.008,0.002,0.001,0.01,0.007,0.001,0.006,0.001,0.005,0.001,0.005,0.001,0.01,0.005,0.01,0.005,0.0025,0.079
584574W,248853,430984,6.99,82,9.02,12.66,12.67,3.08,0.781,0.07,0.005,0.05,0.005,0.579,0.0079,2.5,8.03,1.718,159.6,1332,0.024,1.21,0.909,4.49,1.669,0.343,0.392,56.7,741.1,0.441,2.26,2.058,4.092,0.014,0.33,0.103,0.63,25.352,0.2873,0.362,0.0046,0.032,0.025,0.0084,0.086,0.0375,0.0013,4.27,0.176,0.36,0.053,0.213,0.05,0.013,0.008,0.06,0.047,0.01,0.033,0.004,0.032,0.005,0.013,0.001,0.01,0.005,0.174,0.005,0.0304,0.019
584575W,248935,433070,7.54,73,8.53,15.57,10.559,1.118,0.025,0.05,0.005,0.05,0.005,0.645,0.008,2.5,6.79,1.46,198.1,874,0.0132,0.69,0.312,5.06,2.369,0.276,0.373,97.97,1085.4,0.659,1.77,1.741,3.355,0.005,0.46,0.098,0.387,27.24,0.4047,0.612,0.0049,0.015,0.025,0.0088,0.123,0.0429,0.0014,2.25,0.246,0.562,0.074,0.283,0.069,0.016,0.012,0.078,0.064,0.013,0.042,0.006,0.042,0.007,0.02,0.001,0.01,0.005,0.221,0.005,0.0522,0.104
584577W,244471,426926,7.2,78,12.31,15.07,13.327,2.524,0.025,0.07,0.005,0.05,0.01,0.924,0.0119,2.5,8.39,1.599,190.5,1220,0.0127,1.04,0.368,4.97,2.382,0.325,0.436,411.77,1065.9,1.806,2.77,2.205,6.673,0.033,0.53,0.109,0.42,24.369,0.615,0.44,0.0075,0.038,0.025,0.0154,0.093,0.04,0.002,3.41,0.798,1.479,0.203,0.816,0.158,0.037,0.02,0.156,0.102,0.021,0.063,0.009,0.06,0.01,0.036,0.001,0.01,0.005,0.186,0.005,0.0463,0.036
584578W,252335,434369,7.32,94,9.75,17.37,13.241,4.437,0.057,0.07,0.005,0.05,0.005,0.899,0.0159,2.5,8.62,2.281,232,1166,0.0248,1.86,0.964,7.48,3.04,0.514,0.634,123.6,1579.6,2.166,3.57,3.853,5.186,0.034,0.59,0.113,0.571,35.243,1.4626,0.588,0.0094,0.038,0.025,0.0341,0.104,0.0377,0.0038,4.24,1.449,4.357,0.398,1.58,0.327,0.083,0.048,0.339,0.244,0.049,0.144,0.019,0.124,0.019,0.032,0.001,0.01,0.005,0.324,0.005,0.0654,0.052
584579W,247175,429623,7.23,109,11.22,12.73,14.106,4.945,0.025,0.07,0.005,0.05,0.005,0.742,0.009,2.5,9,1.922,164.6,1559,0.0127,1.58,0.478,8.03,1.759,0.41,0.352,234.99,1297.5,1.106,2.5,1.814,3.692,0.005,0.56,0.109,0.472,38.066,0.4415,0.395,0.0063,0.034,0.025,0.0137,0.073,0.0417,0.0017,3.08,0.293,0.669,0.082,0.333,0.076,0.017,0.012,0.086,0.066,0.014,0.048,0.007,0.05,0.009,0.022,0.001,0.01,0.005,0.256,0.005,0.0295,0.043
584580W,223578,436048,6.82,196,4.39,12.9,23.303,3.315,0.025,0.17,0.005,0.05,0.005,0.34,0.0133,2.5,14.28,1.947,193.8,1168,0.02,1.3,1.094,3.29,2.206,0.331,0.227,38.1,679,0.326,1,1.518,3.633,0.005,0.45,0.1,1.488,23.985,0.4952,0.208,0.0058,0.047,0.025,0.0154,0.102,0.0208,0.0017,26.26,0.193,0.378,0.059,0.241,0.062,0.019,0.013,0.086,0.073,0.016,0.048,0.007,0.045,0.007,0.017,0.001,0.01,0.005,0.099,0.005,0.0165,0.017
584581W,225723,430172,6.84,86,7.44,13.23,15.301,3.079,0.025,0.04,0.005,0.05,0.005,0.458,0.009,2.5,9.23,1.227,151,1131,0.0062,1.14,0.471,4.46,2.122,0.206,0.169,31,536.4,0.208,1.65,1.296,2.365,0.005,0.21,0.09,0.881,27.003,0.552,0.135,0.0057,0.015,0.025,0.0059,0.144,0.0248,0.004,2.21,0.753,1.017,0.155,0.566,0.102,0.021,0.014,0.104,0.079,0.015,0.047,0.006,0.038,0.005,0.011,0.001,0.01,0.005,0.127,0.005,0.024,0.021
584582W,241626,429106,7.04,92,36.58,17.82,12.934,2.182,0.025,0.05,0.005,0.05,0.005,0.974,0.0098,2.5,8.51,1.826,182.2,1287,0.0165,1.05,0.182,8.38,2.061,0.351,0.329,205.83,1293.3,2.041,2.18,1.114,3.449,0.015,0.55,0.093,0.221,41.386,0.3168,0.402,0.0056,0.044,0.025,0.0138,0.111,0.0393,0.0017,1.59,0.313,0.873,0.088,0.343,0.069,0.016,0.01,0.074,0.053,0.011,0.032,0.004,0.034,0.005,0.017,0.001,0.01,0.005,0.298,0.005,0.0474,0.118
584584W,248397,430615,7.01,70,0.98,11.31,11.68,2.154,0.025,0.07,0.005,0.05,0.005,0.558,0.0077,2.5,7.85,1.468,116,979,0.0343,1.09,1.05,5.08,1.312,0.26,0.346,74.47,501.2,0.602,3.28,146.568,21.809,0.005,0.33,0.132,0.708,26.288,0.2823,0.406,0.0037,0.04,0.025,0.032,0.111,0.0418,0.0005,4.48,0.169,0.277,0.048,0.19,0.045,0.011,0.007,0.052,0.042,0.009,0.028,0.004,0.029,0.005,0.015,0.001,0.01,0.005,0.122,0.005,0.0418,0.023
584585W,242337,430196,5.12,71,0,31.27,14.552,1.449,0.025,0.05,0.005,0.05,0.014,0.583,0.0084,2.5,9.09,1.674,152.4,719,0.0651,0.79,0.551,1.98,2.615,0.675,0.279,211.96,2083,1.599,1.05,2.01,5.495,0.026,0.84,0.085,0.327,12.449,0.3073,0.239,0.0047,0.015,0.025,0.0247,0.084,0.0454,0.005,3.09,0.163,0.434,0.048,0.179,0.048,0.011,0.008,0.055,0.044,0.009,0.032,0.004,0.031,0.004,0.014,0.001,0.01,0.005,1.147,0.005,0.0243,0.035
584586W,251429,435427,7.5,63,2.93,20.23,9.965,0.489,0.025,0.06,0.005,0.05,0.005,0.744,0.0116,2.5,6.9,1.428,249.2,591,0.0106,0.57,0.312,2.35,3.154,0.496,0.436,313.52,1749.8,1.337,0.96,1.014,4.677,0.037,0.36,0.118,0.294,10.373,1.3245,0.452,0.0066,0.015,0.025,0.0121,0.098,0.0295,0.0029,1.37,1.22,2.819,0.351,1.364,0.294,0.066,0.042,0.291,0.223,0.043,0.125,0.016,0.103,0.015,0.015,0.001,0.01,0.005,0.24,0.005,0.05,0.048
584587W,248096,428873,7.34,176,42.67,18.37,13.074,6.691,0.668,0.03,0.005,0.05,0.01,0.795,0.0144,2.5,10.91,2.607,261.1,1715,0.0189,3.46,1.466,20.25,4.433,1.104,0.864,208.29,1320,2.814,4.01,7.422,7.852,0.038,0.66,0.283,1.105,102.763,1.6305,0.418,0.0144,0.085,0.025,0.0481,0.075,0.0928,0.0029,6.86,1.743,3.017,0.457,1.768,0.363,0.086,0.052,0.38,0.257,0.051,0.15,0.018,0.12,0.018,0.017,0.001,0.01,0.005,0.429,0.005,0.0321,0.101
584588W,242539,430819,4.6,82,0,37.26,14.367,1.617,0.025,0.06,0.005,0.18,0.013,0.527,0.0096,2.5,9.97,1.608,156.4,736,0.1161,0.87,0.482,1.66,2.6,0.871,0.285,296.6,3015.1,2.335,1.23,0.614,4.261,0.029,1.23,0.106,0.391,10.561,0.3307,0.261,0.0058,0.034,0.025,0.0268,0.097,0.0519,0.0082,3.11,0.157,0.392,0.047,0.173,0.046,0.011,0.008,0.056,0.049,0.01,0.034,0.004,0.033,0.005,0.013,0.001,0.01,0.005,1.479,0.005,0.0265,0.046
584589W,244570,426217,7.27,103,23.9,10.34,14.265,4.636,0.29,0.07,0.005,0.05,0.005,0.982,0.0115,2.5,9.44,1.895,156.7,1902,0.0105,1.87,0.565,7.81,1.86,0.309,0.436,149.19,637.6,1.444,3.63,4.781,3.378,0.005,0.47,0.121,0.504,35.547,0.7902,0.444,0.0069,0.038,0.025,0.0263,0.085,0.0399,0.0011,4.34,0.795,1.397,0.212,0.851,0.172,0.043,0.024,0.179,0.123,0.025,0.079,0.01,0.074,0.012,0.014,0.001,0.01,0.005,0.133,0.005,0.0377,0.057
584590W,227009,434533,6.82,197,42.67,15.51,22.87,3.886,0.733,0.09,0.005,0.05,0.012,0.357,0.0095,2.5,13.09,2.364,165.7,1225,0.0633,1.66,4.433,15.19,6.188,0.52,0.346,179.48,986.1,1.753,3.59,3.216,10.454,0.017,1,0.212,3.384,83.44,0.7744,0.482,0.019,0.392,0.025,0.0237,0.145,0.047,0.0051,9.93,1.016,1.599,0.23,0.868,0.16,0.036,0.021,0.167,0.108,0.022,0.066,0.009,0.059,0.01,0.017,0.001,0.01,0.005,0.231,0.005,0.0632,0.088
584591W,227192,430961,7.07,194,32.92,10.45,20.293,8.235,0.654,0.06,0.005,0.05,0.013,0.323,0.008,2.5,13.03,2.673,93.4,2481,0.0407,3.2,2.891,17.83,2.999,0.341,0.224,206.54,609.3,0.999,3.06,3.764,2.98,0.005,0.63,0.188,2.415,100.383,0.4539,0.43,0.0138,0.283,0.053,0.0214,0.145,0.0464,0.0038,10.52,0.388,0.649,0.1,0.378,0.076,0.012,0.011,0.083,0.058,0.013,0.041,0.006,0.044,0.008,0.016,0.001,0.01,0.034,0.081,0.005,0.0349,0.053
584592W,251520,434429,7.31,66,23.77,12.92,13.013,2.386,0.138,0.05,0.005,0.05,0.005,0.875,0.0096,2.5,8.24,2.375,168.4,1374,0.0128,1,0.95,7.59,2.627,0.488,0.713,90.27,1143.9,1.172,1.69,3.396,2.769,0.021,0.38,0.137,0.629,38.05,1.5625,1.161,0.0104,0.051,0.025,0.0106,0.106,0.0451,0.0052,2.5,1.086,3.093,0.319,1.277,0.28,0.072,0.048,0.312,0.255,0.055,0.175,0.023,0.157,0.024,0.029,0.001,0.01,0.014,0.147,0.005,0.1002,0.059
584594W,248602,434698,6.68,113,13.29,17.78,13.046,2.968,0.025,0.07,0.005,0.05,0.005,0.733,0.0089,2.5,8.41,3.889,196,1286,0.0117,1.59,0.409,8.79,3.788,0.36,0.61,381.35,996.9,1.06,1.69,1.109,3.591,0.015,0.4,0.126,0.382,32.689,0.457,0.565,0.0113,0.061,0.025,0.0145,0.107,0.0423,0.0017,3.8,0.238,0.529,0.068,0.282,0.066,0.018,0.011,0.08,0.063,0.014,0.045,0.007,0.05,0.008,0.017,0.001,0.01,0.005,0.085,0.005,0.0454,0.161
584595W,247321,428005,7.5,133,30.48,10.97,14.181,5.243,1.911,0.08,0.005,0.05,0.005,0.707,0.0087,2.5,8.94,2.439,134.2,1765,0.0228,1.96,1.493,10.35,2.187,0.495,0.564,51.52,714.7,0.59,1.93,4.763,2.203,0.005,0.44,0.14,0.881,50.964,0.6851,0.486,0.0085,0.059,0.025,0.0318,0.104,0.0502,0.0015,5.57,0.465,0.939,0.132,0.546,0.125,0.033,0.019,0.136,0.108,0.023,0.077,0.011,0.074,0.012,0.015,0.001,0.01,0.005,0.177,0.005,0.0382,0.048
584597W,252960,433449,7.96,162,47.55,12.11,14.976,7.712,1.58,0.1,0.005,0.05,0.013,0.572,0.0068,2.5,9.58,3.186,104.2,1539,0.0241,2.88,2.35,16.53,1.738,0.336,0.475,34.67,826.7,0.73,2.73,3.91,2.792,0.005,0.42,0.18,1.154,77.581,0.7469,0.425,0.0066,0.061,0.025,0.0117,0.09,0.0626,0.0056,5.52,0.722,1.562,0.196,0.783,0.165,0.042,0.023,0.17,0.123,0.025,0.076,0.01,0.064,0.011,0.014,0.001,0.01,0.005,0.163,0.005,0.035,0.061
584599W,248157,437903,6.86,65,0,13.48,11.523,1.036,0.025,0.03,0.005,0.05,0.005,0.417,0.0089,2.5,7.51,1.672,153.3,900,0.0073,0.59,0.373,3.07,2.539,0.31,0.341,51.98,652.2,0.284,1.05,1.094,3.407,0.005,0.3,0.086,0.592,11.618,0.3452,0.07,0.0041,0.015,0.025,0.0179,0.12,0.0277,0.0021,2.92,0.3,0.518,0.08,0.309,0.063,0.017,0.009,0.066,0.051,0.01,0.032,0.004,0.028,0.004,0.005,0.001,0.01,0.005,0.194,0.005,0.0176,0.019
584600W,244924,433849,5.32,61,0,24.4,11.874,0.986,0.025,0.07,0.005,0.05,0.005,0.397,0.006,2.5,7.54,1.064,147.9,460,0.0462,0.65,0.661,1.14,1.907,0.5,0.222,167.87,2785.8,1.23,0.8,0.567,5.675,0.012,1.25,0.096,0.519,7.334,0.2035,0.219,0.0035,0.015,0.025,0.0168,0.102,0.047,0.0081,1.39,0.089,0.236,0.031,0.108,0.031,0.006,0.005,0.035,0.031,0.006,0.022,0.003,0.02,0.003,0.005,0.001,0.01,0.005,0.958,0.005,0.0241,0.02
584601W,239281,433796,7.46,179,0,15.74,16.633,3.954,0.327,0.07,0.005,0.05,0.023,0.753,0.0101,2.5,11.26,2.956,126.8,2156,0.0409,1.78,1.202,13.21,3.288,0.464,0.588,135.43,1883.4,0.826,1.82,2.548,2.188,0.005,0.91,0.127,0.989,80.932,0.4283,0.592,0.0111,0.126,0.025,0.0139,0.149,0.0424,0.0022,5.19,0.25,0.553,0.073,0.292,0.066,0.016,0.012,0.078,0.068,0.014,0.047,0.007,0.048,0.008,0.018,0.001,0.01,0.005,0.237,0.005,0.0433,0.058
584602W,217212,431332,7.2,120,25.85,10.85,20.564,3.162,0.025,0.1,0.005,0.05,0.005,0.443,0.0145,2.5,12.45,2.414,92.1,1594,0.0153,1.42,0.798,7.15,1.619,0.364,0.393,167.94,1353.7,0.732,1.37,0.859,1.673,0.005,0.45,0.069,0.856,44.251,0.6652,0.623,0.0041,0.062,0.025,0.009,0.154,0.0212,0.0026,60.62,0.344,0.664,0.105,0.447,0.115,0.03,0.019,0.134,0.104,0.021,0.069,0.01,0.078,0.013,0.016,0.001,0.01,0.005,0.11,0.005,0.0348,0.129
584603W,224628,427155,7.45,62,0,12.62,16.891,2.123,0.025,0.03,0.005,0.05,0.005,0.393,0.0068,2.5,9.91,1.321,100.5,1031,0.0059,0.91,0.642,5.82,1.169,0.125,0.141,31.91,448.7,0.11,1.2,0.791,1.383,0.005,0.16,0.087,0.867,39.851,0.2562,0.141,0.0035,0.015,0.025,0.002,0.122,0.0218,0.0035,3.48,0.229,0.212,0.049,0.167,0.032,0.006,0.005,0.038,0.028,0.006,0.022,0.003,0.022,0.003,0.005,0.001,0.01,0.005,0.092,0.005,0.0156,0.025
584604W,213702,429587,7.38,14,31.7,8.62,17.674,3.64,0.025,0.02,0.012,0.05,0.005,0.773,0.0058,2.5,10.96,2.415,122.5,1575,0.0047,1.41,0.65,13.25,1.625,0.223,0.123,63.86,835.7,0.25,0.35,0.442,3.079,0.005,0.18,0.075,0.953,54.845,0.1716,0.075,0.0032,0.043,0.025,0.0091,0.163,0.0217,0.0145,13.45,0.153,0.289,0.039,0.145,0.035,0.007,0.005,0.037,0.03,0.006,0.017,0.002,0.015,0.002,0.005,0.001,0.01,0.005,0.235,0.005,0.0128,0.076
584606W,232493,436422,7.6,,49.99,8.06,26.601,11.153,1.993,0.03,0.005,0.05,0.032,0.396,0.0057,2.5,17.1,3.494,63.2,2327,0.0226,4.36,2.033,22.98,1.658,0.222,0.199,148.36,585,0.467,2.01,1.687,5.45,0.005,0.64,0.183,1.778,137.448,0.3425,0.295,0.0076,0.122,0.025,0.0083,0.127,0.0436,0.0058,7.79,0.307,0.323,0.066,0.247,0.047,0.01,0.008,0.053,0.041,0.01,0.032,0.004,0.035,0.006,0.076,0.001,0.01,0.005,0.162,0.005,0.0324,0.106
584607W,244237,437220,6.47,52,5.49,13.62,10.3,0.961,0.025,0.01,0.005,0.05,0.005,0.357,0.0051,2.5,6.63,0.919,219.9,924,0.0098,0.25,0.202,1.35,3.029,0.436,0.24,27.53,923.2,0.256,0.53,0.934,2.051,0.005,0.76,0.092,0.206,6.383,0.2457,0.232,0.0053,0.015,0.025,0.0078,0.183,0.0266,0.002,0.73,0.109,0.298,0.036,0.145,0.038,0.012,0.007,0.05,0.044,0.009,0.028,0.004,0.024,0.004,0.024,0.001,0.01,0.005,0.264,0.005,0.0467,0.031
584610W,225242,433600,7.49,213,80.47,9.08,22.115,4.54,0.109,0.09,0.005,0.05,0.011,0.665,0.0072,2.5,14.03,3.72,56.2,3602,0.0144,1.95,1.058,21.84,1.786,0.417,0.211,408.54,1628.7,0.69,2.01,1.471,2.879,0.012,0.93,0.13,1.507,128.559,0.4675,0.613,0.0083,0.22,0.025,0.0103,0.151,0.023,0.0038,6.42,0.344,0.685,0.091,0.346,0.076,0.013,0.012,0.083,0.066,0.014,0.048,0.007,0.051,0.009,0.024,0.001,0.01,0.005,0.128,0.005,0.039,0.199
